lang_code,id,name,descr,file_format_code,model,file_txt,module_id,module_name,template_typ_code,is_active
fra,1145,Service d'authentification OTP,auth otp service for sending otp,txt,velocity,Sil vous plaît trouver le otp $otp,10002,Client dinscription,auth-otp-sms-template,True
eng,1145,auth otp service,auth otp service for sending otp,txt,velocity,Please find the otp $otp,10002,Registration Client,auth-otp-sms-template,True
fra,1146,auth otp email service subject,auth otp email service subject,txt,velocity,Message Otp,10002,Client dinscription,auth-otp-email-subject-template,True
eng,1146,auth otp email service subject,auth otp email service subject,txt,velocity,Otp message,10002,Registration Client,auth-otp-email-subject-template,True
eng,1147,auth otp email service subject,auth otp email service subject,txt,velocity,Please find the otp $otp,10002,Registration Client,auth-otp-email-content-template,True
fra,1147,auth otp email service subject,auth otp email service subject,txt,velocity,Sil vous plaît trouver le otp $otp,10002,Client dinscription,auth-otp-email-content-template,True
fra,1148,auth otp service,auth otp service for sending otp,txt,velocity,Sil vous plaît trouver le otp $otp,10004,Authentification ID,auth-otp-sms-template,True
eng,1148,auth otp service,auth otp service for sending otp,txt,velocity,Please find the otp $otp,10004,ID Authentication,auth-otp-sms-template,True
fra,1149,auth otp email service subject,auth otp email service subject,txt,velocity,Message Otp,10004,Authentification ID,auth-otp-email-subject-template,True
eng,1149,auth otp email service subject,auth otp email service subject,txt,velocity,Otp message,10004,ID Authentication,auth-otp-email-subject-template,True
eng,1150,auth otp email service subject,auth otp email service subject,txt,velocity,Please find the otp $otp,10004,ID Authentication,auth-otp-email-content-template,True
fra,1150,auth otp email service subject,auth otp email service subject,txt,velocity,Sil vous plaît trouver le otp $otp,10004,Authentification ID,auth-otp-email-content-template,True
eng,1151,Template for Email Content,Template for Email Content,txt,velocity,"Dear $name
OTP for $idvidType  $idvid is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs)",10004,ID Authentication,ida-auth-otp-email-content-template,True
fra,1151,Modèle de contenu de courrier électronique,Modèle de contenu de courrier électronique,txt,velocity,"Cher $name,
OTP pour $idvidType $idvid est $otp et est valide pour $validTime minutes. (Généré le $date à $time Hrs)",10004,Authentification ID,ida-auth-otp-email-content-template,True
eng,1152,Template for Email Subject,Template for Email Subject,txt,velocity,$idvidType $idvid: OTP Request,10004,ID Authentication,ida-auth-otp-email-subject-template,True
fra,1152,Modèle pour sujet demail,Modèle pour sujet demail,txt,velocity,$idvidType $idvid: Requête OTP,10004,Authentification ID,ida-auth-otp-email-subject-template,True
eng,1153,Template for OTP in SMS ,Template for OTP in SMS ,txt,velocity,OTP for $idvidType  $idvid is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs),10004,ID Authentication,ida-auth-otp-sms-template,True
fra,1153,Modèle pour OTP dans SMS,Modèle pour OTP dans SMS,txt,velocity,OTP pour $idvidType $idvid est $otp et est valide pour $validTime minutes. (Généré le $date à $time Hrs),10004,Authentification ID,ida-auth-otp-sms-template,True
eng ,1154,Consent,Consent,txt,velocity,"I understand that the data collected about me during pre-registration by the said authority includes my -  
•                     Name
•                     Date of birth
•                     Gender
•                     Address
•                     Contact details
•                     Documents
I also understand that this information will be stored and processed for the purpose of verifying my identity in order to access various services, or to comply with a legal obligation. I give my consent for the collection of this data for this purpose.",10001,Pre-Registration,consent,True
fra,1154,Consentement,Consentement,txt,velocity,"Je comprends que les données recueillies à mon sujet lors de la pré-enregistrèrent par ladite autorité comprennent mon -
•                     nom
•                     Date de naissance
•                     genre
•                     adresse
•                     coordonnées
•                     Documents
Je comprends également que ces informations seront stockées et traitées dans le but de vérifier mon identité afin d'accéder à divers services, ou de se conformer à une obligation légale. Je donne mon consentement pour la collecte de ces données à cette fin.",10001,Pré-inscription,consent,True
eng,1155,Acknowledgement Email Template,Registration Acknowledgement Template,txt,velocity,"Dear ${ResidentName}, Thank you for updating your details with Digital Identity platform. Your registration id is ""${RID}"".",10005,Registration,updateUIN-email-notification,True
fra,1155,Modèle d'email de reconnaissance,Modèle de confirmation d'inscription,txt,velocity,"Dear ${ResidentName}, Merci de mettre à jour vos coordonnées avec la plateforme d’identité numérique. Votre identifiant d'inscription est ""${RID}"".",10005,Inscription,updateUIN-email-notification,True
eng,1156,Acknowledgement SMS Template,Registration Acknowledgement Template,txt,velocity,"Dear ${ResidentName}, Thank you for updating your details with Digital Identity platform. Your registration id is ""${RID}"".",10005,Registration,updateUIN-sms-notification,True
fra,1156,Modèle de SMS de reconnaissance,Modèle de confirmation d'inscription,txt,velocity,"Dear ${ResidentName}, Merci de mettre à jour vos coordonnées avec la plateforme d’identité numérique. Votre identifiant d'inscription est ""${RID}"".",10005,Inscription,updateUIN-sms-notification,True
eng,1157,Acknowledgement Email Template,Registration Acknowledgement Template,txt,velocity,"Dear user, Thank you for your request to retrieve your lost UIN. Your registration id for this request is  ""${RID}"".",10005,Registration,lostUIN-email-notification,True
fra,1157,Modèle d'email de reconnaissance,Modèle de confirmation d'inscription,txt,velocity,"Cher utilisateur, Merci pour votre demande de récupération de votre UIN perdu. Votre identifiant d'enregistrement pour cette demande est  ""${RID}"".",10005,Inscription,lostUIN-email-notification,True
eng,1158,Acknowledgement SMS Template,Registration Acknowledgement Template,txt,velocity,"Dear user, Thank you for your request to retrieve your lost UIN. Your registration id for this request is  ""${RID}"".",10005,Registration,lostUIN-sms-notification,True
fra,1158,Modèle de SMS de reconnaissance,Modèle de confirmation d'inscription,txt,velocity,"Cher utilisateur, Merci pour votre demande de récupération de votre UIN perdu. Votre identifiant d'enregistrement pour cette demande est  ""${RID}"".",10005,Inscription,lostUIN-sms-notification,True
eng,1159,Template for Cancel Appointment,Template for Cancel Appointment,txt,velocity,"Dear $name,

Your appointment for pre-registration id, $PRID and appointment date and time, $Appointmentdate $Appointmenttime has been canceled due to a government emergency/holiday. Please re-book another slot for Registration.

Thanks",10001,Pre-Registration,cancel-appointment,True
fra,1159,Modèle pour annuler un rendez-vous,Modèle pour annuler un rendez-vous,txt,velocity,"Cher $name,

Votre rendez-vous pour l'ID de pré-inscription, $PRID et la date et l'heure du rendez-vous, $Appointmentdate $Appointmenttime a été annulé en raison d'une urgence / d'un jour férié pour les autorités. Veuillez réserver à nouveau un autre créneau pour l'enregistrement.

Merci",10001,Pré-inscription,cancel-appointment,True
eng,1160,Lost UIN Notification SMS,Lost UIN Notification SMS,txt,velocity,"Dear $name_eng,

Your UIN is Found. You will receive your UIN Card soon at your Postal Address.",10003,Registration Processor,RPR_LOST_UIN_SMS,True
fra,1160,SMS de notification UIN perdu,SMS de notification UIN perdu,txt,velocity,"Cher $!name_fr+F180a,

Votre UIN est trouvé. Vous recevrez bientôt votre carte UIN à votre adresse postale.",10003,Processeur dinscription,RPR_LOST_UIN_SMS,True
eng,1161,Lost UIN Notification Email,Lost UIN Notification Email,txt,velocity,"Dear $name_eng,

Your UIN is Found. You will receive your UIN Card soon at your Postal Address.

Thank You",10003,Registration Processor,RPR_LOST_UIN_EMAIL,True
fra,1161,Email de notification UIN perdu,Email de notification UIN perdu,txt,velocity,"Cher $!name_fra,

Votre UIN est trouvé. Vous recevrez bientôt votre carte UIN à votre adresse postale.

Merci",10003,Processeur dinscription,RPR_LOST_UIN_EMAIL,True
eng,1162,Masked UIN card template,Masked UIN card template,txt,velocity,"<!DOCTYPE html>
<html>
<head>
	<meta charset=""utf-8"">
	<meta name=""viewport"" content=""width=device-width, initial-scale=1"">
	<title>Masked UIN Card</title>
<style>
.main-table {
	margin-left: 60px;;
	width: 600px;
	height: 350px;
	border: 1px solid black;
}
.cir {
	display: inline-block;
	border-radius: 60px;
	box-shadow: 0px 0px 2px #000000;
	padding: 0.5em 0.6em;
}
.name-head-color {
	color: black;
}
.head-title {
	margin-left: -85px;
}

.bar-code-padding {
	margin-top: 20px;
	margin-left: 20px;
}
.top-buffer {
	margin-left:10px;
}
</style>
</head>

<body>
<table class=""main-table"">
<tr>
<td>&nbsp;
<div class=""cir"">
<font size=""1"">Logo</font>
</div>
</td>
<td><label class=""name-head-color""> <font size=""5"" class="" head-title""> &nbsp;&nbsp; Kingdom of MyCountry&nbsp;&nbsp;&nbsp; </font>
</label></td>
<td rowspan=""4"">
<div>
<div style=""border: solid black 1px; height: 150px; width: 120px;"">
<img src = $!ApplicantPhoto style=""width: 120px; height: 150px"">
</div>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>UIN&nbsp;:&nbsp;</b></label> <span class=""name-color""> $!UIN </span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>VID&nbsp;:&nbsp;</b></label> <span class=""name-color""> $!VID </span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Name&nbsp;:&nbsp;</b></label> <span class=""name-color""> $!fullName_eng</span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>اسم&nbsp;:&nbsp;</b></label> <span> $!fullName_ara</span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Date/تاريخ&nbsp;:&nbsp;</b></label>
<span>$!dateOfBirth</span>
</div>
</td>
</tr>
<tr>
<td colspan=""2"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Gender&nbsp;:&nbsp;</b></label> <span>$!gender_eng</span>
&nbsp;&nbsp; <label class=""name-head-color""><b>جنس&nbsp;:&nbsp;</b></label>
<span>$!gender_ara</span>
</div>
</td>
</tr>
<tr>
<td colspan=""3"">
<div class=""row"" style=""margin-right: 0px; margin-left: -10px;"">
<div class=""col-md-2 top-buffer"">
<div class=""block top-buffer"">
<table>
<tr>
<td><label class=""name-head-color""><b>Address&nbsp;:&nbsp;</b></label>
</td>
<td><span>$!addressLine1_eng, $!addressLine2_eng,
$!addressLine3_eng, $!region_eng, $!province_eng, $!city_eng,
$!postalCode </span></td>
</tr>
<tr>
<td><label class=""name-head-color""><b>عنوان&nbsp;:&nbsp;</b></label>
</td>
<td><span>$!addressLine1_ara, $!addressLine2_ara, $!addressLine3_ara, $!region_ara, $!province_ara, $!city_ara, $!postalCode </span>
</td>
</tr>
</table>
</div>
</div>
</div>
</td>
</tr>
</table>
<div>&nbsp;</div>
<table class=""main-table"" style=""height: 300px"">
<tr>
<td>
<div style=""margin-left: 10px; margin-right: 10px; border: solid black 1px; height: 250px; width: 250px;"">
<div class=""col-md-6"">
<div class=""bar-code-padding""></div>
<img src=$!QrCode style=""width: 250px; height: 250px; margin-top: -20px"">
</div>
</div>
</td>
<td>
<div class=""name-head-color col-md-6"">
<br> For any issues please contact us at<br>
<br> Registration Proccessor,Hanging Gardens,Global Village
Tech Park, Mysore Rd,RVCE,Bengaluru, Karnataka 560059<br>
<br> لأية مشاكل يرجى الاتصال بنا على <br>التسجيل المعالج،
الحدائق المعلقة ، القرية العالمية Tech Park, Mysore Rd,RVCE 560059
بنغالورو، كارناتاكا <br>
<br>
</div>
</td>
</tr>
</table>
</body>
</html>",10003,Registration Processor,RPR_MASKED_UIN_CARD_TEMPLATE,True
fra,1162,Modèle de carte Masked UIN,Modèle de carte Masked UIN,txt,velocity,"<!DOCTYPE html>
<html>
<head>
	<meta charset=""utf-8"">
	<meta name=""viewport"" content=""width=device-width, initial-scale=1"">
	<title>Masked UIN Card</title>
<style>
.main-table {
	margin-left: 60px;;
	width: 600px;
	height: 350px;
	border: 1px solid black;
}
.cir {
	display: inline-block;
	border-radius: 60px;
	box-shadow: 0px 0px 2px #000000;
	padding: 0.5em 0.6em;
}
.name-head-color {
	color: black;
}
.head-title {
	margin-left: -85px;
}
.bar-code-padding {
	margin-top: 20px;
	margin-left: 20px;
}
.top-buffer {
	margin-left:10px;
}
</style>
</head>

<body>
<table class=""main-table"">
<tr>
<td>&nbsp;
<div class=""cir""><font size=""1"">Logo</font></div>
</td>
<td><label class=""name-head-color""><font size=""5""class="" head-title""> &nbsp;&nbsp; Kingdom of MyCountry &nbsp;&nbsp;&nbsp; </font>
</label></td>
<td rowspan=""4"">
<div>
<div style=""border: solid black 1px; height: 150px; width: 120px;"">
<img src = $!ApplicantPhoto style=""width: 120px; height: 150px"">
</div>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>UIN&nbsp;:&nbsp;</b></label> <span class=""name-color""> $!UIN </span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>VID&nbsp;:&nbsp;</b></label> <span class=""name-color""> $!VID </span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Prénom&nbsp;:&nbsp;</b></label> 
<span class=""name-color""> $!fullName_fra</span>
</div>
</td>
</tr>
<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>اسم&nbsp;:&nbsp;</b></label> 
<span>$!fullName_ara</span>
</div>
</td>
</tr>

<tr>
<td rowspan=""1"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Rendez-vous amoureux/تاريخ&nbsp;:&nbsp;</b></label>
<span>$!dateOfBirth</span>
</div>
</td>
</tr>
<tr>
<td colspan=""2"">
<div class=""block top-buffer"">
<label class=""name-head-color""><b>Le sexe&nbsp;:&nbsp;</b></label> <span>$!gender_eng</span>
&nbsp;&nbsp; <label class=""name-head-color""><b>جنس&nbsp;:&nbsp;</b></label>
<span>$!gender_ara</span>
</div>
</td>
</tr>
<tr>
<td colspan=""3"">
<div class=""row"" style=""margin-right: 0px; margin-left: -10px;"">
<div class=""col-md-2 top-buffer"">
<div class=""block top-buffer"">
<table>
<tr>
<td><label class=""name-head-color""><b>Adresse&nbsp;:&nbsp;</b></label>
</td>
<td><span>$!addressLine1_eng, $!addressLine2_eng,
		$!addressLine3_eng, $!region_eng, $!province_eng, $!city_eng,
		$!postalCode </span></td>
</tr>
<tr>
<td><label class=""name-head-color""><b>عنوان&nbsp;:&nbsp;</b></label>
</td>
<td><span>$!addressLine1_ara, $!addressLine2_ara,
		$!addressLine3_ara, $!region_ara, $!province_ara, $!city_ara,
		$!postalCode </span>
</td>
</tr>
</table>
</div>
</div>
</div>
</td>
</tr>
</table>
<div>&nbsp;</div>
<table class=""main-table"" style=""height: 300px"">
<tr>
<td>
<div style=""margin-left: 10px; margin-right: 10px; border: solid black 1px; height: 250px; width: 250px;"">
<div class=""col-md-6"">
<div class=""bar-code-padding""></div>
<img src=$!QrCode style=""width: 250px; height: 250px; margin-top: -20px"">
</div>
</div>
</td>
<td>
<div class=""name-head-color col-md-6"">
<br> Pour toute question s'il vous plaît contactez-nous au<br>
<br> Inscription Processor, Hanging Gardens, Global Village
Parc technologique, Mysore Rd, RVCE, Bangalore, Karnataka 560059<br>
<br> لأية مشاكل يرجى الاتصال بنا على <br>التسجيل المعالج،
الحدائق المعلقة ، القرية العالمية Tech Park, Mysore Rd,RVCE 560059
بنغالورو، كارناتاكا <br>
<br>
</div>
</td>
</tr>
</table>
</body>
</html>",10003,Processeur dinscription,RPR_MASKED_UIN_CARD_TEMPLATE,True
eng,1163,Authentication History Request Success Email,Authentication History Request Success Email,txt,velocity,"Hi $fullName_eng,

Your Request for Authentication History has been processed successfully.

Thank You!",10006,Resident Services,RS_AUTH_HIST_SUCCESS_EMAIL,True
fra,1163,E-mail de réussite de la demande d'historique d'authentification,E-mail de réussite de la demande d'historique d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre demande d'historique d'authentification a été traitée avec succès.

Merci!",10006,Resident Services,RS_AUTH_HIST_SUCCESS_EMAIL,True
eng,1164,Authentication History Request Success SMS,Authentication History Request Success SMS,txt,velocity,"Hi $fullName_eng,

Your Request for Authentication History has been processed successfully.

Thank You!",10006,Resident Services,RS_AUTH_HIST_SUCCESS_SMS,True
fra,1164,Historique de l'authentification des services résidents SMS de transcation,SMS de réussite de la demande d'historique d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre demande d'historique d'authentification a été traitée avec succès.

Merci!",10006,Resident Services,RS_AUTH_HIST_SUCCESS_SMS,True
eng,1165,Authentication History Request Success EMAIL Subject,Authentication History Request Success EMAIL Subject,txt,velocity,Authentication History Request Success,10006,Resident Services,RS_AUTH_HIST_SUCCESS_EMAIL_SUB,True
fra,1165,Succès EMAIL de la demande d'historique d'authentification,Succès EMAIL de la demande d'historique d'authentification,txt,velocity,Demande d'historique d'authentification,10006,Resident Services,RS_AUTH_HIST_SUCCESS_EMAIL_SUB,True
eng,1166,Successful Download of e-UIN Email,Successful Download of e-UIN Email,txt,velocity,"Hi $fullName_eng,

Congratulations your request is processed. The request for downloading your e-UIN is Successful.

Thank You!",10006,Resident Services,RS_DOW_UIN_SUCCESS_EMAIL,True
fra,1166,Téléchargement réussi du courriel e-UIN,Téléchargement réussi du courriel e-UIN,txt,velocity,"Bonjour $fullName_fra,

Félicitations, votre demande est traitée. La demande de téléchargement de votre e-UIN a abouti.

Merci!",10006,Resident Services,RS_DOW_UIN_SUCCESS_EMAIL,True
eng,1167,Successful Download of e-UIN Email Subject,Download e-UIN Status Email Subject,txt,velocity,Download e-UIN is Successful,10006,Resident Services,RS_DOW_UIN_SUCCESS_EMAIL_SUB,True
fra,1167,Téléchargement réussi de l'objet de l'e-UIN,Téléchargement réussi de l'objet de l'e-UIN,txt,velocity,Télécharger e-UIN est réussi,10006,Resident Services,RS_DOW_UIN_SUCCESS_EMAIL_SUB,True
eng,1168,Successful Download of e-UIN SMS,Successful Download of e-UIN SMS,txt,velocity,"Hi $fullName_eng,

Congratulations your request is processed. The request for downloading your e-UIN is Successful.

Thank You!",10006,Resident Services,RS_DOW_UIN_SUCCESS_SMS,True
fra,1168,Téléchargement réussi de l'e-UIN SMS,Téléchargement réussi de l'e-UIN SMS,txt,velocity,"Bonjour $fullName_fra,

Félicitations, votre demande est traitée. La demande de téléchargement de votre e-UIN a abouti.

Merci!",10006,Resident Services,RS_DOW_UIN_SUCCESS_SMS,True
eng,1169,Successful Locking of Auth Types Email,Successful Locking of Auth Types Email,txt,velocity,"Hi $fullName_eng,

Your requested AUTH type(s) have been locked successfully.

Thank You!",10006,Resident Services,RS_LOCK_AUTH_SUCCESS_EMAIL,True
fra,1169,Verrouillage réussi des e-mails des types d'authentification,Verrouillage réussi des e-mails des types d'authentification,txt,velocity,"Bonjour $fullName_fra,

Le ou les types AUTH que vous avez demandés ont été verrouillés avec succès.

Merci!",10006,Resident Services,RS_LOCK_AUTH_SUCCESS_EMAIL,True
eng,1170,Successful Locking of Auth Types Email Subject,Successful Locking of Auth Types Email Subject,txt,velocity,Successfully Locked the AUTH Type(s),10006,Resident Services,RS_LOCK_AUTH_SUCCESS_EMAIL_SUB,True
fra,1170,Succès du verrouillage des types d'authentification,Succès du verrouillage des types d'authentification,txt,velocity,Le ou les types AUTH ont été verrouillés avec succès,10006,Resident Services,RS_LOCK_AUTH_SUCCESS_EMAIL_SUB,True
eng,1171,Successful Locking of Auth Types SMS,Successful Locking of Auth Types SMS,txt,velocity,"Hi $fullName_eng,

Your requested AUTH type(s) have been locked successfully.

Thank You!",10006,Resident Services,RS_LOCK_AUTH_SUCCESS_SMS,True
fra,1171,Verrouillage réussi des types d'authentification SMS,Verrouillage réussi des types d'authentification SMS,txt,velocity,"Bonjour $fullName_fra,

Le ou les types AUTH que vous avez demandés ont été verrouillés avec succès.

Merci!",10006,Resident Services,RS_LOCK_AUTH_SUCCESS_SMS,True
eng,1172,Successful Unlocking of Auth Types Email,Successful Unlocking of Auth Types Email,txt,velocity,"Hi $fullName_eng,

Your requested AUTH type(s) have been unlocked successfully.

Thank You!",10006,Resident Services,RS_UNLOCK_AUTH_SUCCESS_EMAIL,True
fra,1172,Déverrouillage réussi des types d'authentification,Déverrouillage réussi des types d'authentification,txt,velocity,"Bonjour $fullName_fra,

Le ou les types AUTH demandés ont été déverrouillés avec succès.

Merci!",10006,Resident Services,RS_UNLOCK_AUTH_SUCCESS_EMAIL,True
eng,1173,Successful Unlocking of Auth Types Email Subject,Successful Unlocking of Auth Types Email Subject,txt,velocity,Successfully Unlocked the AUTH Type(s),10006,Resident Services,RS_UNLOCK_AUTH_SUCCESS_EMAIL_SUB,True
fra,1173,Déverrouillage réussi des types d'authentification Objet de l'e-mail,Déverrouillage réussi des types d'authentification Objet de l'e-mail,txt,velocity,Déverrouillé avec succès le (s) type (s) AUTH,10006,Resident Services,RS_UNLOCK_AUTH_SUCCESS_EMAIL_SUB,True
eng,1174,Successful Unlocking of Auth Types SMS,Successful Unlocking of Auth Types SMS,txt,velocity,"Hi $fullName_eng,

Your requested AUTH type(s) have been unlocked successfully.

Thank You!",10006,Resident Services,RS_UNLOCK_AUTH_SUCCESS_SMS,True
fra,1174,Déverrouillage réussi des types d'authentification SMS,Déverrouillage réussi des types d'authentification SMS,txt,velocity,"Bonjour $fullName_fra,

Le ou les types AUTH demandés ont été déverrouillés avec succès.

Merci!",10006,Resident Services,RS_UNLOCK_AUTH_SUCCESS_SMS,True
eng,1175,VID Generation Success Email,VID Generation Success Email,txt,velocity,"Hi $fullName_eng,

Your VID for your UIN has been successfully generated. Your VID number is $VID.

Thank You!",10006,Resident Services,RS_VIN_GEN_SUCCESS_EMAIL,True
fra,1175,E-mail de réussite de la génération VID,E-mail de réussite de la génération VID,txt,velocity,"Bonjour $fullName_fra,

Votre VID pour votre UIN a été généré avec succès. Votre numéro VID est $VID.

Merci!",10006,Resident Services,RS_VIN_GEN_SUCCESS_EMAIL,True
eng,1176,VID Generation Success Email Subject,VID Generation Success Email Subject,txt,velocity,Successful Generation of VID,10006,Resident Services,RS_VIN_GEN_SUCCESS_EMAIL_SUB,True
fra,1176,Sujet de l'e-mail de réussite de la génération VID,Sujet de l'e-mail de réussite de la génération VID,txt,velocity,Génération réussie de VID,10006,Resident Services,RS_VIN_GEN_SUCCESS_EMAIL_SUB,True
eng,1177,VID Generation Success SMS,VID Generation Success SMS,txt,velocity,"Hi $fullName_eng,

Your VID for your UIN has been successfully generated. Your VID number is $VID.

Thank You!",10006,Resident Services,RS_VIN_GEN_SUCCESS_SMS,True
fra,1177,SMS de réussite de génération VID,SMS de réussite de génération VID,txt,velocity,"Bonjour $fullName_fra,

Votre VID pour votre UIN a été généré avec succès. Votre numéro VID est $VID.

Merci!",10006,Resident Services,RS_VIN_GEN_SUCCESS_SMS,True
eng,1178,VID Revocation Success Email,VID Revocation Success Email,txt,velocity,"Hi $fullName_eng,

Your $VID has been successfully revoked.

Thank You!",10006,Resident Services,RS_VIN_REV_SUCCESS_EMAIL,True
fra,1178,E-mail de réussite de la révocation de VID,E-mail de réussite de la révocation de VID,txt,velocity,"Bonjour $fullName_fra,

Votre $VID a bien été révoqué.

Merci!",10006,Resident Services,RS_VIN_REV_SUCCESS_EMAIL,True
eng,1179,VID Revocation Success Email Subject,VID Revocation Success Email Subject,txt,velocity,Successful Revocation of VID,10006,Resident Services,RS_VIN_REV_SUCCESS_EMAIL_SUB,True
fra,1179,Sujet de l'e-mail de réussite de la révocation de VID,Sujet de l'e-mail de réussite de la révocation de VID,txt,velocity,Révocation réussie de VID,10006,Resident Services,RS_VIN_REV_SUCCESS_EMAIL_SUB,True
eng,1180,VID Revocation Success SMS,VID Revocation Success SMS,txt,velocity,"Hi $fullName_eng,

Your $VID has been successfully revoked.

Thank You!",10006,Resident Services,RS_VIN_REV_SUCCESS_SMS,True
fra,1180,SMS de succès de révocation VID,SMS de succès de révocation VID,txt,velocity,"Bonjour $fullName_fra,

Votre $VID a bien été révoqué.

Merci!",10006,Resident Services,RS_VIN_REV_SUCCESS_SMS,True
eng,1181,Reprint Request Success Email,Reprint Request Success Email,txt,velocity,"Hi $fullName_eng,

Your request for ""Reprint Of UIN"" has been successfully placed. Your RID (Req Number) is $RID.

Thank You!",10006,Resident Services,RS_UIN_RPR_SUCCESS_EMAIL,True
fra,1181,Réimpression de l'e-mail de réussite de la demande,Réimpression de l'e-mail de réussite de la demande,txt,velocity,"Bonjour $fullName_fra,

Votre demande de ""Réimpression d'UIN"" a été placée avec succès. Votre RID (numéro de demande) est $RID.

Merci!",10006,Resident Services,RS_UIN_RPR_SUCCESS_EMAIL,True
eng,1182,Reprint Request Success Email Subject,Reprint Request Success Email Subject,txt,velocity,Reprint Request Successful,10006,Resident Services,RS_UIN_RPR_SUCCESS_EMAIL_SUB,True
fra,1182,Sujet de l'e-mail de demande de réimpression réussie,Sujet de l'e-mail de demande de réimpression réussie,txt,velocity,Réimpression de la demande réussie,10006,Resident Services,RS_UIN_RPR_SUCCESS_EMAIL_SUB,True
eng,1183,Reprint Request Success SMS,Reprint Request Success SMS,txt,velocity,"Hi $fullName_eng,

Your request for ""Reprint Of UIN"" has been successfully placed. Your RID (Req Number) is $RID.

Thank You!",10006,Resident Services,RS_UIN_RPR_SUCCESS_SMS,True
fra,1183,Réimpression SMS de réussite de la demande,Réimpression SMS de réussite de la demande,txt,velocity,"Bonjour $fullName_fra,

Votre demande de ""Réimpression d'UIN"" a été placée avec succès. Votre RID (numéro de demande) est $RID.

Merci!",10006,Resident Services,RS_UIN_RPR_SUCCESS_SMS,True
eng,1184,Authentication History Request Failure Email,Authentication History Request Failure Email,txt,velocity,"Hi $fullName_eng,

Your Request to fetch your Authentication History details has failed.

Thank You!",10006,Resident Services,RS_AUTH_HIST_FAILURE_EMAIL,True
fra,1184,E-mail d'échec de la demande d'historique d'authentification,E-mail d'échec de la demande d'historique d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre demande de récupération des détails de votre historique d'authentification a échoué.

Merci!",10006,Resident Services,RS_AUTH_HIST_FAILURE_EMAIL,True
eng,1185,Authentication History Request Failure Email Subject,Authentication History Request Failure Email Subject,txt,velocity,Authentication History Request Failure,10006,Resident Services,RS_AUTH_HIST_FAILURE_EMAIL_SUB,True
fra,1185,Objet de l'e-mail d'échec de la demande d'historique d'authentification,Objet de l'e-mail d'échec de la demande d'historique d'authentification,txt,velocity,Échec de la demande d'historique d'authentification,10006,Resident Services,RS_AUTH_HIST_FAILURE_EMAIL_SUB,True
eng,1186,Authentication History Request Failure SMS,Authentication History Request Failure SMS,txt,velocity,"Hi $fullName_eng,

Your Request for Authentication History has failed.

Thank You!",10006,Resident Services,RS_AUTH_HIST_FAILURE_SMS,True
fra,1186,SMS d'échec de la demande d'historique d'authentification,SMS d'échec de la demande d'historique d'authentification,txt,velocity,"Bonjour $fullName_fra,

Votre demande de récupération des détails de votre historique d'authentification a échoué.

Merci!",10006,Resident Services,RS_AUTH_HIST_FAILURE_SMS,True
eng,1187,Download e-UIN Failure Email,Download e-UIN Failure Email,txt,velocity,"Hi $fullName_eng,

Your request for downloading your e-UIN has failed. Please try again later.

Thank You!",10006,Resident Services,RS_DOW_UIN_FAILURE_EMAIL,True
fra,1187,Télécharger l'e-mail d'échec e-UIN,Télécharger l'e-mail d'échec e-UIN,txt,velocity,"Bonjour $fullName_fra,

Votre demande de téléchargement de votre e-UIN a échoué. Veuillez réessayer plus tard.

Merci!",10006,Resident Services,RS_DOW_UIN_FAILURE_EMAIL,True
eng,1188,Download e-UIN Failure Email Subject,Download e-UIN Failure Email Subject,txt,velocity,Download e-UIN Failure,10006,Resident Services,RS_DOW_UIN_FAILURE_EMAIL_SUB,True
fra,1188,Télécharger le sujet de l'e-mail d'échec e-UIN,Télécharger le sujet de l'e-mail d'échec e-UIN,txt,velocity,Échec du téléchargement de l'e-UIN,10006,Resident Services,RS_DOW_UIN_FAILURE_EMAIL_SUB,True
