Latest Property File,Key,Latest Value
registration-processor-default.properties,packetmanager.provider.workflowmanager.individualBiometrics[Finger],"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.middleName,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.firstName,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.ccity,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.parentOrGuardianRID,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.ccity,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.individualBiometrics[Iris],"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.caddressLine3,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.addressLine1,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.biometric.sdk.providers.finger.mosip-ref-impl-sdk-client.config.parameter.restTemplate-ssl-bypass,false
registration-processor-default.properties,packetmanager.provider.workflowmanager.addressLine2,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.biometric.sdk.providers.face.mosip-ref-impl-sdk-client.config.parameter.restTemplate-ssl-bypass,false
registration-processor-default.properties,mosip.regproc.manual.adjudication.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.messagesender.proofOfDateOfBirth,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,IDREPODISCARDDRAFT,${IDENTITY}/idrepository/v1/identity/draft/discard/
registration-processor-default.properties,packetmanager.provider.workflowmanager.province,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.dateOfBirth,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.parentOrGuardianUIN,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.biometric.sdk.providers.iris.mosip-ref-impl-sdk-client.config.parameter.restTemplate-ssl-bypass,false
registration-processor-default.properties,mosip.regproc.message.sender.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.messagesender.individualBiometrics[Finger],"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.addressLine4,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.workflow.action.job.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.workflowmanager.individualBiometrics[Face],"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.referenceIdentityNumber,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.caddressLine4,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.proofOfAddress,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.parentOrGuardianRID,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.verification.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.workflowmanager.lastName,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.phone,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.addressLine1,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.securezone.notification.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.messagesender.maritalStatus,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,registration.processor.httpclient.connections.max.per.host,70
registration-processor-default.properties,mosip.regproc.quality.classifier.max.pool.size,260
registration-processor-default.properties,mosip.biometric.sdk.providers.face.mosip-ref-impl-sdk-client.config.parameter.restTemplate-max-connection-per-route,100
registration-processor-default.properties,packetmanager.provider.workflowmanager.zone,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.kernel.http.selftoken.restTemplate.total-max-connections,500
registration-processor-default.properties,packetmanager.provider.packetvalidator.lastName,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,registration.processor.additional-process.category-mapping,"{'CRVS_NEW':'NEW','CRVS_DEATH':'UPDATE'}"
registration-processor-default.properties,packetmanager.provider.messagesender.cprovince,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.packet.classifier.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.messagesender.caddressLine1,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.email,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.packet.uploader.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.messagesender.caddressLine2,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.biometric.sdk.providers.iris.mosip-ref-impl-sdk-client.config.parameter.restTemplate-total-max-connections,300
registration-processor-default.properties,packetmanager.provider.messagesender.dateOfBirth,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.operator-validator.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,mosip.regproc.packet.uploader.message.tag.loading.disable,true
registration-processor-default.properties,packetmanager.provider.packetvalidator.cprovince,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,registration.processor.httpclient.connections.max,500
registration-processor-default.properties,packetmanager.provider.messagesender.email,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.credentialrequestor.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,mosip.regproc.demo.dedupe.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.packetvalidator.caddressLine1,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.proofOfAddress,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.IDSchemaVersion,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.proofOfException,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.proofOfAddress,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.abis.handler.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.messagesender.parentOrGuardianUIN,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.czone,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.middleName,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.IDSchemaVersion,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.proofOfDateOfBirth,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.proofOfIdentity,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.maritalStatus,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.referenceIdentityNumber,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.cpostalCode,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.quality.classifier.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.workflowmanager.addressLine4,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.caddressLine3,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.individualBiometrics[Iris],"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.UIN,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.cpostalCode,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.ccity,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.UIN,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.suffix,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.region,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.firstName,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.workflow.manager.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.packetvalidator.city,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.phone,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.cmd-validator.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,mosip.regproc.camel.bridge.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.messagesender.modeOfClaim,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.proofOfRelationship,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.modeOfClaim,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.region,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.individualBiometrics[Finger],"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.email,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.province,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.cpostalCode,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.biometric.sdk.providers.face.mosip-ref-impl-sdk-client.config.parameter.restTemplate-total-max-connections,300
registration-processor-default.properties,packetmanager.provider.messagesender.lastName,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.bio.dedupe.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.workflowmanager.parentOrGuardianUIN,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.parentOrGuardianRID,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.proofOfIdentity,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.addressLine2,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.uin.generator.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.packetvalidator.caddressLine4,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.packet.receiver.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.workflowmanager.addressLine3,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.abis.middleware.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.messagesender.cregion,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.bloodType,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.caddressLine2,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.addressLine3,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.caddressLine1,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.opencrvs.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.packetvalidator.cregion,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.proofOfException,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.dateOfBirth,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.gender,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.firstName,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.addressLine3,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.UIN,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.suffix,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.province,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.caddressLine4,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.kernel.http.selftoken.restTemplate.max-connection-per-route,100
registration-processor-default.properties,mosip.regproc.reprocessor.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.workflowmanager.bloodType,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.finalization.eventbus.kafka.max.poll.interval,900000
registration-processor-default.properties,packetmanager.provider.messagesender.postalCode,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.city,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.registrationType,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.postalCode,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.residenceStatus,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.residenceStatus,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.proofOfException,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.modeOfClaim,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.biometric.sdk.providers.iris.mosip-ref-impl-sdk-client.config.parameter.restTemplate-max-connection-per-route,100
registration-processor-default.properties,packetmanager.provider.workflowmanager.addressLine1,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.cprovince,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.regproc.workflow-manager.instance.api-id,mosip.registration.processor.workflow.instance
registration-processor-default.properties,packetmanager.provider.workflowmanager.suffix,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,registration.processor.vid-support-for-update,false
registration-processor-default.properties,packetmanager.provider.packetvalidator.individualBiometrics[Face],"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.proofOfDateOfBirth,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.gender,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
