Property file name,Key,Old Value,Latest Value,Property Category,Configuration Action
resident-default.properties,mosip.kernel.otp.default-length,6,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.purpose.failure.update-demo-data,update-demo-data-negative-purpose,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.summary.success.share-cred-with-partner,share-cred-with-partner-success-summary,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.request-received.get-my-uin-card,get-my-uin-card-request-received_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.failure.cust-and-down-my-card,cust-and-down-my-card-failure-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.batchjob.process.status.list,"NEW,ISSUED,RECEIVED,PRINTING,CARD_DELIVERED,PAYMENT_CONFIRMED,IN_TRANSIT",,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.failure.vid-card-download,vid-card-download-failure_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.request-received.cust-and-down-my-card,cust-and-down-my-card-request-received-email-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.summary.success.update-demo-data,update-demo-data-success-summary,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.success.validate-otp,validate-otp-mail-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.request-received.lock-unlock-auth,lock-unlock-auth-request-received-email-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.purpose.success.gen-or-revoke-vid,gen-or-revoke-vid-positive-purpose,,N/A,copy-property-if-required-in-lts
kernel-default.properties,softhsm.kernel.security.pin,${softhsm.security.pin},,N/A,copy-property-if-required-in-lts
resident-default.properties,mosip.phone.template.property,mosip.phone.template.property,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.purpose.success.share-cred-with-partner,share-cred-with-partner-positive-purpose,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.failure.share-cred-with-partner,share-cred-with-partner-failure-email-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.request-received.cust-and-down-my-card,cust-and-down-my-card-request-received_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.bell-icon.failure.verify-my-phone-email,verify-my-phone-email-failure_BELL,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.request-received.update-demo-data,update-demo-data-request-received_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.bell-icon.success.get-my-uin-card,get-my-uin-card-success_BELL,,N/A,copy-property-if-required-in-lts
resident-default.properties,mosip.kernel.uin.length,10,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.request-received.get-my-uin-card,get-my-uin-card-request-received-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.bell-icon.failure.gen-or-revoke-vid,gen-or-revoke-vid-failure_BELL,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.tnc.share-cred-with-partner,tnc-share-cred-with-partner,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.success.update-demo-data,update-demo-data-success_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.request-received.lock-unlock-auth,lock-unlock-auth-request-received_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,mosip.idp.acr.generated.code,mosip:idp:acr:generated-code,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.purpose.failure.gen-or-revoke-vid,gen-or-revoke-vid-negative-purpose,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.failure.share-cred-with-partner,share-cred-with-partner-failure-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.success.send-otp,receive-otp-mail-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.success.verify-my-phone-email,verify-my-phone-email-success-email-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.bell-icon.success.share-cred-with-partner,share-cred-with-partner-success_BELL,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.success.get-my-uin-card,get-my-uin-card-success-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.failure.get-my-uin-card,get-my-uin-card-failure-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.purpose.failure.vid-card-download,vid-card-download-negative-purpose,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.request-received.vid-card-download,vid-card-download-request-received-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.failure.vid-card-download,vid-card-download-failure-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.request-received.vid-card-download,vid-card-download-request-received-email-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,mosip.idp.unknown.authentication.template.property,mosip.idp.unknown.authentication.template.property,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.success.cust-and-down-my-card,cust-and-down-my-card-success-email-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.success.share-cred-with-partner,share-cred-with-partner-success-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.bell-icon.success.order-a-physical-card,order-a-physical-card-success_BELL,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.purpose.failure.cust-and-down-my-card,cust-and-down-my-card-negative-purpose,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.flag.use-vid-only,true,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.failure.get-my-uin-card,get-my-uin-card-failure_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.failure.verify-my-phone-email,verify-my-phone-email-failure_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.failure.order-a-physical-card,order-a-physical-card-failure_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.success.share-cred-with-partner,share-cred-with-partner-success-email-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.success.cust-and-down-my-card,cust-and-down-my-card-success_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.success.update-demo-data,update-demo-data-success-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.success.vid-card-download,vid-card-download-success-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.failure.order-a-physical-card,order-a-physical-card-failure-email-subject,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.purpose.failure.order-a-physical-card,order-a-physical-card-negative purpose,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.purpose.success.vid-card-download,vid-card-download-positive-purpose,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.success.lock-unlock-auth,lock-unlock-auth-success_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,mosip.idp.biometrics.template.property,mosip.idp.biometrics.template.property,,N/A,copy-property-if-required-in-lts
resident-default.properties,mosip.resident.message.code.maximum.length,1024,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.success.order-a-physical-card,order-a-physical-card-success-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.filename.datetime.pattern,yyyy-MM-dd'T'HH_mm_ss,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.request-received.share-cred-with-partner,share-cred-with-partner-request-received-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.success.get-my-uin-card,get-my-uin-card-success_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.failure.update-demo-data,update-demo-data-failure-email-subject,,N/A,copy-property-if-required-in-lts
id-repository-default.properties,spring.jpa.hibernate.ddl-auto,none,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.success.vid-card-download,vid-card-download-success-email-subject,,N/A,copy-property-if-required-in-lts
id-authentication-default.properties,mosip.kernel.keymanager.keystore.keyreference.enable.cache,false,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.purpose.success.lock-unlock-auth,lock-unlock-auth-positive-purpose,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.bell-icon.request-received.lock-unlock-auth,lock-unlock-auth-request-received_BELL,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.success.gen-or-revoke-vid,gen-or-revoke-vid-success_SMS,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.request-received.gen-or-revoke-vid,gen-or-revoke-vid-request-received-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,mosip.full.name.template.property,mosip.full.name.template.property,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.failure.update-demo-data,update-demo-data-failure-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.ui.datetime.pattern,yyyy-MM-dd HH:mm:ss,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.bell-icon.success.update-demo-data,update-demo-data-success_BELL,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.sms.success.validate-otp,validate-otp,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.bell-icon.success.verify-my-phone-email,verify-my-phone-email-success_BELL,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.content.success.lock-unlock-auth,lock-unlock-auth-success-email-content,,N/A,copy-property-if-required-in-lts
resident-default.properties,resident.template.email.subject.failure.gen-or-revoke-vid,gen-or-revoke-vid-failure-email-subject,,N/A,copy-property-if-required-in-lts
registration-processor-default.properties,packetmanager.provider.packetvalidator.proofOfRelationship,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.addressLine1,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.dateOfBirth,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
kernel-default.properties,mosip.role.keymanager.getcacertificatetrustpath,,PARTNER_ADMIN,N/A,update-if-value-needs-change
resident-default.properties,mosip.kernel.keymanager.hsm.keystore-type,,OFFLINE,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.registrationType,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.modeOfClaim,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.UIN,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.city,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,re-subscription-interval-in-seconds,,43200,N/A,update-if-value-needs-change
credential-service-default.properties,mosip.mask.function.date,,convertToMaskDate,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.phone,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.proofOfException,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
pre-registration-default.properties,mosip.prereg.applicationdetails.eng,,pre registration,N/A,update-if-value-needs-change
resident-default.properties,IDREPO_VID,,${mosip.idrepo.vid.url}/idrepository/v1/vid,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.caddressLine2,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.zone,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.proofOfIdentity,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.caddressLine3,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.modeOfClaim,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.addressLine3,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,mosip.credential.store.id,,mosip.credential.store,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.addressLine4,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.lastName,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.ccity,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.postalCode,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
partner-management-default.properties,mosip.pms.created.date.max.year,,10,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.proofOfRelationship,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.maritalStatus,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.proofOfDateOfBirth,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.ccity,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.gender,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.proofOfRelationship,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.individualBiometrics[Finger],,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.addressLine4,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
id-repository-default.properties,mosip.role.idrepo.identity.getdraftUIN,,"RESIDENT,ID_REPOSITORY",N/A,update-if-value-needs-change
kernel-default.properties,mosip.kernel.masterdata.title_event,,MASTERDATA_TITLES,N/A,update-if-value-needs-change
credential-service-default.properties,mosip.format.function.dateTimeFormat,,convertDateFormat,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.individualBiometrics[Finger],,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.region,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,mosip.pdf.header.logo.url,,https://mosip.io/images/mosipn-logo.png,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.parentOrGuardianUIN,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
kernel-default.properties,mosip.kernel.sms.number.max.length,,10,N/A,update-if-value-needs-change
resident-default.properties,IDREPO_IDENTITY_DISCARD_DRAFT,,${IDREPO_IDENTITY}/draft/discard/,N/A,update-if-value-needs-change
partner-management-default.properties,mosip.pms.pagination.items.per.page,,8,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.postalCode,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.province,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
esignet-default.properties,mosip.esignet.auth-challenge.KBA.max-length,,500,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.addressLine3,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
id-authentication-default.properties,mosip.kernel.keymgr.hsm.health.check.enabled,,false,N/A,update-if-value-needs-change
resident-default.properties,mosip.ida.partner.type,,Online_Verification_Partner,N/A,update-if-value-needs-change
data-share-default.properties,auth.handle.ctk.flow,,true,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.caddressLine2,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.dateOfBirth,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.residenceStatus,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
credential-service-default.properties,mosip.mask.function.identityAttributes,,convertToMaskData,N/A,update-if-value-needs-change
id-authentication-default.properties,mosip.ida.authentication.error.eventing.encrypt.partner.id,,mpartner-default-tempextraction,N/A,update-if-value-needs-change
resident-default.properties,IDA_INTERNAL,,${mosip.ida.internal.url}/idauthentication/v1/internal,N/A,update-if-value-needs-change
resident-default.properties,spring.datasource.hikari.minimum-idle,,15,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.zone,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
pre-registration-default.properties,mosip.lostuin.applicationdetails.eng,,booking to retrieve the lost UIN,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.ccity,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.caddressLine1,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
credential-service-default.properties,mosip.mask.function.identityAttributes.default,,convertToMaskData,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.individualBiometrics[Finger],,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.phone,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,KEYMANAGER,,${mosip.kernel.keymanager.url}/v1/keymanager,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.cregion,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.bloodType,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.caddressLine4,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.proofOfDateOfBirth,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
application-default.properties,mosip.kernel.idobjectvalidator.mandatory-attributes.reg-processor.crvs_death,,"IDSchemaVersion,UIN",N/A,update-if-value-needs-change
credential-service-default.properties,mosip.credential.photo.attribute.names,,"photo,face",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.parentOrGuardianRID,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.addressLine1,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.email,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,IDREPO_IDENTITY,,${mosip.idrepo.identity.url}/idrepository/v1/identity,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.cprovince,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.firstName,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.proofOfAddress,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
partner-management-default.properties,mosip.pms.required.roles,,"PARTNER_ADMIN,RESIDENT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.addressLine3,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
data-share-default.properties,mosip.api.internal.toolkit.url,,https://${mosip.api.internal.host}/v1/toolkit,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.cregion,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.IDSchemaVersion,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
pre-registration-default.properties,mosip.updateregistration.applicationdetails.eng,,booking to update registration,N/A,update-if-value-needs-change
syncdata-default.properties,logging.level.io.mosip,,INFO,N/A,update-if-value-needs-change
resident-default.properties,mosip.regproc.workflow.complete.topic,,REGISTRATION_PROCESSOR_WORKFLOW_COMPLETED_EVENT,N/A,update-if-value-needs-change
syncdata-default.properties,mosip.kernel.keymgr.hsm.health.check.enabled,,false,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.suffix,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
id-authentication-default.properties,ida-topic-authentication-error-eventing,,AUTHENTICATION_ERRORS,N/A,update-if-value-needs-change
